#	Program:featureCounts	v2.1.1	Command:"featureCounts"	"-a"	"ref.gtf"	"-o"	"count.txt"	"-t"	"gene"	"-g"	"gene_id"	"-s"	"1"	"SRR10379721_1_trimmed_mapped.bam"	"SRR10379722_1_trimmed_mapped.bam"	"SRR10379723_1_trimmed_mapped.bam"	"SRR10379724_1_trimmed_mapped.bam"	"SRR10379725_1_trimmed_mapped.bam"	"SRR10379726_1_trimmed_mapped.bam"
Geneid	Chr	Start	End	Strand	Length	SRR10379721_1_trimmed_mapped.bam	SRR10379722_1_trimmed_mapped.bam	SRR10379723_1_trimmed_mapped.bam	SRR10379724_1_trimmed_mapped.bam	SRR10379725_1_trimmed_mapped.bam	SRR10379726_1_trimmed_mapped.bam
SAOUHSC_00325	NC_007795.1	337880	338734	+	855	284	154	167	232	584	29
SAOUHSC_00326	NC_007795.1	338731	339960	+	1230	646	447	463	319	730	225
SAOUHSC_00327	NC_007795.1	339971	341653	+	1683	1341	767	944	489	820	116
SAOUHSC_00328	NC_007795.1	341746	342402	-	657	1479	1224	924	2772	5741	876
SAOUHSC_00329	NC_007795.1	342464	342688	-	225	720	556	374	1390	3468	488
SAOUHSC_00330	NC_007795.1	342788	343177	-	390	890	558	436	2082	5108	222
SAOUHSC_00331	NC_007795.1	343418	343621	+	204	181	138	166	77	155	16
SAOUHSC_00332	NC_007795.1	343618	344331	+	714	1249	865	1066	560	726	74
SAOUHSC_00333	NC_007795.1	344356	345198	+	843	2686	1789	2261	988	1370	216
SAOUHSC_00334	NC_007795.1	345198	345827	+	630	3743	2291	2896	2187	2622	265
SAOUHSC_00335	NC_007795.1	346194	347327	-	1134	780	481	545	1840	2485	99
SAOUHSC_00336	NC_007795.1	347866	349047	+	1182	7669	7256	5503	11142	10399	3724
SAOUHSC_00337	NC_007795.1	349130	349882	-	753	5957	3470	3543	2402	3278	945
SAOUHSC_00338	NC_007795.1	349925	352153	-	2229	10508	6208	6663	4354	8022	891
SAOUHSC_00339	NC_007795.1	352150	353991	-	1842	4435	2785	2900	2679	5263	783
SAOUHSC_00340	NC_007795.1	353960	355120	-	1161	1890	1373	1195	1668	3307	651
SAOUHSC_00341	NC_007795.1	355117	356220	-	1104	1536	1263	1132	2174	4164	464
SAOUHSC_00342	NC_007795.1	356884	357729	+	846	443	316	292	1133	1537	270
SAOUHSC_00344	NC_007795.1	357886	358767	+	882	1924	1670	1840	1468	2324	463
SAOUHSC_00345	NC_007795.1	358797	359000	+	204	675	664	682	575	1176	61
SAOUHSC_00346	NC_007795.1	359012	360109	+	1098	5079	4500	4688	4356	6512	1231
SAOUHSC_00347	NC_007795.1	360195	360386	-	192	41366	22137	29812	1564	833	27
SAOUHSC_00348	NC_007795.1	360630	360926	+	297	48020	43872	43206	24305	30639	5371
SAOUHSC_00349	NC_007795.1	360947	361450	+	504	81608	74956	77472	39318	48714	20450
SAOUHSC_00350	NC_007795.1	361502	361744	+	243	39055	35712	37219	18290	23072	11697
SAOUHSC_00351	NC_007795.1	362010	362948	-	939	242	174	212	379	728	43
SAOUHSC_00352	NC_007795.1	362987	363298	-	312	115	85	86	139	305	67
SAOUHSC_00353	NC_007795.1	363376	363534	-	159	83	83	79	117	239	23
SAOUHSC_00354	NC_007795.1	363894	364505	+	612	1052	605	724	998	1608	112
SAOUHSC_00355	NC_007795.1	364874	365242	+	369	169	117	141	98	258	10
SAOUHSC_00356	NC_007795.1	365423	365995	+	573	16014	16575	12232	58991	72458	14363
SAOUHSC_00357	NC_007795.1	366133	366396	-	264	3077	2050	1758	3493	6016	304
SAOUHSC_00358	NC_007795.1	366696	366947	+	252	27003	28586	14522	107762	124450	77148
SAOUHSC_A00354	NC_007795.1	366986	367195	-	210	45	28	43	10	10	1
SAOUHSC_00359	NC_007795.1	367373	367954	+	582	845	612	672	332	525	54
SAOUHSC_00360	NC_007795.1	368020	368403	-	384	485	431	357	939	1355	156
SAOUHSC_00362	NC_007795.1	368658	369284	-	627	2154	1385	1652	1865	2601	244
SAOUHSC_00363	NC_007795.1	369357	369650	-	294	149	105	96	433	455	10
SAOUHSC_00364	NC_007795.1	369729	371252	-	1524	88616	77235	60471	32172	55477	10159
SAOUHSC_00365	NC_007795.1	371268	371837	-	570	32927	29385	23411	15608	29039	4195
SAOUHSC_00366	NC_007795.1	372329	373084	+	756	5781	5210	5222	4729	5085	1758
SAOUHSC_00367	NC_007795.1	373165	374553	-	1389	16733	11306	14536	1534	1465	647
SAOUHSC_00368	NC_007795.1	374638	374739	+	102	84	57	51	39	46	6
SAOUHSC_00369	NC_007795.1	375530	376486	-	957	12303	8449	9533	9103	11174	3972
SAOUHSC_00370	NC_007795.1	376604	377266	-	663	4118	3987	2768	9053	14572	1332
SAOUHSC_00371	NC_007795.1	377409	377816	-	408	11127	10618	5994	22616	22015	2818
SAOUHSC_00372	NC_007795.1	378329	378907	+	579	1216	550	978	1593	2093	320
SAOUHSC_00373	NC_007795.1	378907	380175	+	1269	4016	2384	3149	4251	5990	1459
SAOUHSC_00374	NC_007795.1	380213	381679	+	1467	10650	7284	8698	15751	28176	8803
SAOUHSC_00375	NC_007795.1	381704	383245	+	1542	16413	10585	12507	23264	34490	10865
SAOUHSC_00376	NC_007795.1	383358	383894	-	537	715	545	592	352	489	29
SAOUHSC_00377	NC_007795.1	384287	384991	-	705	171	127	154	118	127	7
SAOUHSC_00378	NC_007795.1	385390	385662	-	273	64	37	68	17	26	1
SAOUHSC_00381a	NC_007795.1	385923	386075	-	153	98	72	59	46	76	2
SAOUHSC_00381	NC_007795.1	386599	386958	-	360	387	277	257	256	355	27
SAOUHSC_00382	NC_007795.1	386977	387822	-	846	852	657	550	577	788	101
SAOUHSC_00383	NC_007795.1	388294	388974	+	681	1723	1457	1323	783	1153	109
SAOUHSC_00384	NC_007795.1	389260	389955	+	696	541	361	321	241	301	46
SAOUHSC_00386	NC_007795.1	390246	391316	+	1071	578	377	492	176	235	45
SAOUHSC_00387	NC_007795.1	391435	391572	+	138	2	4	1	1	1	0
SAOUHSC_00389	NC_007795.1	391681	392607	+	927	187	124	120	122	145	24
SAOUHSC_00390	NC_007795.1	392971	393675	+	705	411	201	251	157	157	4
SAOUHSC_00391	NC_007795.1	394121	394816	+	696	382	232	235	152	210	39
SAOUHSC_00392	NC_007795.1	395237	395932	+	696	605	352	466	411	465	37
SAOUHSC_00393	NC_007795.1	396276	396974	+	699	358	174	206	162	171	14
SAOUHSC_00394	NC_007795.1	397354	398052	+	699	287	163	232	147	183	11
SAOUHSC_00395	NC_007795.1	398418	399101	+	684	707	397	575	334	492	14
SAOUHSC_00396	NC_007795.1	399186	399287	-	102	54	26	30	17	23	0
SAOUHSC_00397	NC_007795.1	399449	400921	+	1473	643	437	399	1948	1975	659
SAOUHSC_00398	NC_007795.1	400914	402125	+	1212	379	247	305	685	817	276
SAOUHSC_00399	NC_007795.1	402508	403185	+	678	160	148	105	175	218	9
SAOUHSC_00400	NC_007795.1	403207	404715	+	1509	1197	903	727	882	1067	192
SAOUHSC_00401	NC_007795.1	404819	405127	-	309	6659	5053	3315	4406	3337	308
SAOUHSC_00402	NC_007795.1	405465	406283	+	819	163	105	148	213	305	24
SAOUHSC_00404	NC_007795.1	406302	407087	+	786	313	217	310	278	322	52
SAOUHSC_00405	NC_007795.1	407345	408082	+	738	660	404	607	864	1406	134
SAOUHSC_00406	NC_007795.1	408072	409400	+	1329	1645	1008	1304	1791	2011	301
SAOUHSC_00407	NC_007795.1	409397	409720	+	324	592	379	500	599	940	64
SAOUHSC_00408	NC_007795.1	409739	410053	+	315	647	425	506	620	846	120
SAOUHSC_00409	NC_007795.1	410343	410603	-	261	948	426	768	277	456	25
SAOUHSC_00410	NC_007795.1	410722	411924	+	1203	6342	4679	4370	447	656	105
SAOUHSC_00411	NC_007795.1	412193	412321	+	129	75	70	41	12	17	2
SAOUHSC_00412	NC_007795.1	413512	414996	+	1485	2919	2826	1708	8986	10067	2457
SAOUHSC_00413	NC_007795.1	415009	417714	+	2706	10611	11039	6121	29182	38478	15292
SAOUHSC_00414	NC_007795.1	417876	418238	+	363	3175	2501	1954	7253	8881	1467
SAOUHSC_00415	NC_007795.1	418467	418883	-	417	56	36	55	39	42	1
SAOUHSC_00416	NC_007795.1	418921	419595	+	675	2009	1605	1293	1903	2628	225
SAOUHSC_00417	NC_007795.1	419632	420366	+	735	3753	2773	2614	3295	3867	531
SAOUHSC_00418	NC_007795.1	420544	420657	+	114	71	69	49	33	43	12
SAOUHSC_00420	NC_007795.1	420822	422159	+	1338	7644	4377	4342	11114	16653	2892
SAOUHSC_00421	NC_007795.1	422376	423290	+	915	3103	1964	2783	111	152	47
SAOUHSC_00422	NC_007795.1	423274	424416	+	1143	13684	7465	12122	371	373	72
SAOUHSC_00423	NC_007795.1	424710	425735	+	1026	3185	2155	2953	851	1629	176
SAOUHSC_00424	NC_007795.1	425739	426398	+	660	1698	1136	1604	281	559	93
SAOUHSC_00426	NC_007795.1	426435	427277	+	843	6800	3918	5862	922	2391	136
SAOUHSC_00427	NC_007795.1	427609	428613	+	1005	2619	2373	3169	12707	14445	6595
SAOUHSC_00428	NC_007795.1	428798	429067	-	270	1864	1061	1401	1098	774	18
SAOUHSC_00429	NC_007795.1	429216	429611	+	396	499	425	398	579	752	156
SAOUHSC_00430	NC_007795.1	429601	430086	+	486	2499	1764	1817	1775	2289	936
SAOUHSC_00431	NC_007795.1	430255	431037	-	783	2638	1556	2164	712	1334	137
SAOUHSC_00433	NC_007795.1	431034	432152	-	1119	1394	836	1036	938	1793	383
SAOUHSC_00434	NC_007795.1	432267	433151	-	885	309	222	195	264	350	37
SAOUHSC_00435	NC_007795.1	433332	437831	+	4500	15989	9901	20136	85248	124498	28714
SAOUHSC_00436	NC_007795.1	437849	439312	+	1464	13704	8400	16901	34907	43393	12619
SAOUHSC_T00048	NC_007795.1	439581	439673	+	93	4449	2835	3711	2464	1569	926
SAOUHSC_00437	NC_007795.1	440144	441571	+	1428	8384	14832	8307	6572	7355	1767
SAOUHSC_00438	NC_007795.1	441635	443275	+	1641	2966	4488	3141	1158	1515	357
SAOUHSC_00439	NC_007795.1	443300	444028	+	729	2420	2859	2461	907	1021	230
SAOUHSC_00440	NC_007795.1	444428	444529	+	102	436	348	394	54	28	16
SAOUHSC_00441	NC_007795.1	444667	445191	+	525	1108	954	1062	1417	1778	365
SAOUHSC_00442	NC_007795.1	445284	446957	+	1674	12350	11645	12786	7046	8604	2073
SAOUHSC_00444	NC_007795.1	447047	447364	+	318	5265	5175	5352	4996	7970	3377
SAOUHSC_00445	NC_007795.1	447371	447967	+	597	10149	8003	9341	7454	9564	2642
SAOUHSC_00446	NC_007795.1	448172	448270	+	99	47	40	37	17	14	4
SAOUHSC_R0001	NC_007795.1	448819	450374	+	1556	2412	1353	328	3699	2820	6151
SAOUHSC_R0006	NC_007795.1	450739	453661	+	2923	13999	15209	4096	12606	9105	18924
SAOUHSC_R00011	NC_007795.1	453734	453847	+	114	7	20	14	1	1	6
SAOUHSC_00450	NC_007795.1	454730	456067	+	1338	584	446	375	1231	1397	213
SAOUHSC_00451	NC_007795.1	456069	456686	+	618	603	518	493	885	1100	115
SAOUHSC_00452	NC_007795.1	456714	457043	+	330	5226	5964	4141	9259	13441	2998
SAOUHSC_00454	NC_007795.1	457344	458183	+	840	678	635	620	2312	2999	135
SAOUHSC_00455	NC_007795.1	458184	458987	+	804	1495	1061	1273	1048	1617	340
SAOUHSC_00456	NC_007795.1	459004	459351	+	348	1255	823	959	576	594	95
SAOUHSC_00457	NC_007795.1	459625	460350	+	726	422	379	362	291	347	59
SAOUHSC_00458	NC_007795.1	460343	460591	+	249	159	155	120	108	155	28
SAOUHSC_00459	NC_007795.1	460593	461432	+	840	576	419	350	357	383	75
SAOUHSC_00461	NC_007795.1	461717	463690	+	1974	6616	4980	4712	12022	17638	1810
SAOUHSC_00462	NC_007795.1	463721	464494	+	774	5234	3626	3825	6607	9259	3937
SAOUHSC_00463	NC_007795.1	464661	465197	+	537	350	317	283	1233	2546	368
SAOUHSC_00464	NC_007795.1	465208	466101	+	894	611	543	421	1729	2755	944
SAOUHSC_00465	NC_007795.1	466201	466464	+	264	38495	37003	25543	26268	15726	1568
SAOUHSC_00466	NC_007795.1	466774	467622	+	849	13287	13349	11618	10784	15059	4071
SAOUHSC_00467	NC_007795.1	467636	468460	+	825	16731	15438	14540	14259	18423	2464
SAOUHSC_00468	NC_007795.1	468477	468857	+	381	30405	29289	22062	56474	78618	25929
SAOUHSC_00469	NC_007795.1	468929	469231	+	303	37224	36186	26196	57606	71654	34749
SAOUHSC_00470	NC_007795.1	469421	469552	+	132	12	25	15	19	65	27
SAOUHSC_00471	NC_007795.1	469575	470927	+	1353	13501	14058	11465	17016	17229	10373
SAOUHSC_00472	NC_007795.1	471074	472039	+	966	16203	16523	13631	14473	16498	3743
SAOUHSC_00473	NC_007795.1	472097	472207	-	111	57	32	19	18	9	0
SAOUHSC_00474	NC_007795.1	472189	472842	+	654	232295	196886	236644	37647	32634	14727
SAOUHSC_00475	NC_007795.1	473153	473725	+	573	703	522	415	2093	2522	403
SAOUHSC_00477	NC_007795.1	473725	477231	+	3507	7381	5741	5262	8245	11343	2257
SAOUHSC_00479	NC_007795.1	477221	478747	+	1527	3505	2719	2376	3592	4599	442
SAOUHSC_00480	NC_007795.1	478747	479940	+	1194	6241	4928	4688	6077	8956	1817
SAOUHSC_00481	NC_007795.1	479937	480200	+	264	1881	1556	1585	1928	3538	487
SAOUHSC_00482	NC_007795.1	480218	480610	+	393	3777	2358	2821	3300	4946	639
SAOUHSC_00483	NC_007795.1	480715	481116	+	402	11213	8471	7355	17323	17951	2677
SAOUHSC_00484	NC_007795.1	481296	482591	+	1296	1054	854	720	1689	2289	517
SAOUHSC_00485	NC_007795.1	482596	483135	+	540	1376	1287	1018	2249	2861	463
SAOUHSC_00486	NC_007795.1	483392	485485	+	2094	43464	37518	27028	59665	72121	17623
SAOUHSC_00487	NC_007795.1	485714	486595	+	882	5614	4850	3849	6330	6845	2006
SAOUHSC_00488	NC_007795.1	486774	487706	+	933	20714	15843	16373	17672	27851	10932
SAOUHSC_00489	NC_007795.1	487922	488725	+	804	567	486	497	709	924	192
SAOUHSC_00490	NC_007795.1	488703	489068	+	366	761	582	749	531	654	62
SAOUHSC_00491	NC_007795.1	489065	489541	+	477	4582	4169	4779	2905	3285	486
SAOUHSC_00492	NC_007795.1	489935	490027	+	93	1204	796	1556	1066	2075	80
SAOUHSC_00493	NC_007795.1	490080	491567	+	1488	36358	31005	38157	25482	34477	7641
SAOUHSC_R00016	NC_007795.1	492125	492239	+	115	174	100	67	60	23	51
SAOUHSC_T00059	NC_007795.1	492252	492327	+	76	84	99	45	21	15	17
SAOUHSC_T00053	NC_007795.1	492344	492419	+	76	1642	1652	1098	891	266	451
SAOUHSC_T00035	NC_007795.1	492426	492498	+	73	642	609	437	626	276	413
SAOUHSC_T00021	NC_007795.1	492532	492606	+	75	417	334	307	267	119	232
SAOUHSC_T00030	NC_007795.1	492614	492702	+	89	236	258	94	250	22	50
SAOUHSC_T0004	NC_007795.1	492708	492784	+	77	2308	1608	1722	1142	991	758
SAOUHSC_T00044	NC_007795.1	492805	492878	+	74	284	210	189	383	293	223
SAOUHSC_T0001	NC_007795.1	492902	492977	+	76	749	421	265	389	493	346
SAOUHSC_R0002	NC_007795.1	493099	494653	+	1555	2643	1448	334	3923	2971	6792
SAOUHSC_R0007	NC_007795.1	495018	497940	+	2923	13950	15823	4321	11604	8817	17890
SAOUHSC_R00012	NC_007795.1	498013	498127	+	115	77	60	26	69	9	62
SAOUHSC_00497	NC_007795.1	498652	500034	-	1383	480	267	228	246	359	15
SAOUHSC_00499	NC_007795.1	500138	501025	+	888	1502	1228	1042	2379	2368	1074
SAOUHSC_00500	NC_007795.1	501029	501589	+	561	1349	1011	910	1995	2295	280
SAOUHSC_00501	NC_007795.1	501797	503011	-	1215	3471	2861	2311	12396	14143	1073
SAOUHSC_00502	NC_007795.1	503169	503630	+	462	9028	9101	4619	6545	2273	87
SAOUHSC_00503	NC_007795.1	503727	504215	+	489	10698	10805	5876	5985	2969	270
SAOUHSC_00504	NC_007795.1	504205	505212	+	1008	24572	25299	14213	13518	5855	232
SAOUHSC_00505	NC_007795.1	505226	507682	+	2457	75629	68964	39169	45344	24486	3490
SAOUHSC_00507	NC_007795.1	508167	509531	+	1365	4335	3924	2582	13457	20546	6633
SAOUHSC_00508	NC_007795.1	509574	510629	+	1056	3002	2437	1948	7344	12462	1486
SAOUHSC_00509	NC_007795.1	511186	512640	+	1455	8057	6911	5291	16354	25039	3688
SAOUHSC_00510	NC_007795.1	513063	513710	+	648	758	716	438	2253	4635	1596
SAOUHSC_00511	NC_007795.1	513694	515094	+	1401	1791	1758	1064	6974	11623	2558
SAOUHSC_00512	NC_007795.1	515087	515491	+	405	641	589	407	2488	5282	613
SAOUHSC_00513	NC_007795.1	515499	516245	+	747	1065	979	588	3821	5866	2130
SAOUHSC_00514	NC_007795.1	516245	516769	+	525	1224	1108	707	3969	6703	896
SAOUHSC_00515	NC_007795.1	516850	517419	+	570	710	624	463	2396	3441	247
SAOUHSC_00516	NC_007795.1	517733	517915	+	183	1834	1490	1466	2881	4438	532
SAOUHSC_00517	NC_007795.1	517928	518476	+	549	5430	4694	3750	6831	8141	2401
SAOUHSC_00518	NC_007795.1	518657	519079	+	423	75013	64360	57312	44845	41843	13481
SAOUHSC_00519	NC_007795.1	519287	519979	+	693	63682	71335	48309	53576	44110	10454
SAOUHSC_00520	NC_007795.1	520251	520751	+	501	72520	71268	57326	59173	94480	8578
SAOUHSC_00521	NC_007795.1	520794	521162	+	369	43855	36158	34768	37408	41845	11698
SAOUHSC_00523	NC_007795.1	521337	521945	+	609	8024	8861	6289	5549	6087	2163
SAOUHSC_00524	NC_007795.1	522160	525711	+	3552	248119	217987	168548	119761	121152	57159
SAOUHSC_00525	NC_007795.1	525875	529471	+	3597	314533	255608	193626	157072	148177	69111
SAOUHSC_00526	NC_007795.1	529608	529862	+	255	20486	19604	13557	12093	7107	1277
SAOUHSC_00527	NC_007795.1	529960	530373	+	414	108174	113180	88448	58415	72100	30038
SAOUHSC_00528	NC_007795.1	530439	530909	+	471	106791	105710	85855	60660	62305	26152
SAOUHSC_00529	NC_007795.1	531032	533113	+	2082	530179	516910	401736	331801	300427	194331
SAOUHSC_00530	NC_007795.1	533330	534514	+	1185	393352	363843	283367	339684	281098	187731
SAOUHSC_00531	NC_007795.1	534796	535971	-	1176	1532	1090	911	3918	5476	1502
SAOUHSC_00532	NC_007795.1	536142	537329	+	1188	6327	5769	4376	16253	24227	3647
SAOUHSC_00533	NC_007795.1	537595	538473	+	879	8236	6499	3455	21160	67029	8448
SAOUHSC_00534	NC_007795.1	538632	540269	+	1638	857	650	544	1308	2097	309
SAOUHSC_00535	NC_007795.1	540483	541448	+	966	25041	21296	18408	5087	5402	842
SAOUHSC_00536	NC_007795.1	541783	542859	+	1077	4047	3855	2641	19402	23945	5101
SAOUHSC_00537	NC_007795.1	542832	543005	+	174	308	276	263	1663	2724	169
SAOUHSC_00538	NC_007795.1	543109	543792	+	684	375	296	260	1843	2825	460
SAOUHSC_00539	NC_007795.1	543908	544570	-	663	1017	703	696	964	1258	152
SAOUHSC_00540	NC_007795.1	544563	545180	-	618	97	70	88	390	301	25
SAOUHSC_00541	NC_007795.1	545247	545717	+	471	189	129	125	464	505	154
SAOUHSC_00542	NC_007795.1	545864	546733	+	870	858	478	612	1438	1965	189
SAOUHSC_00543	NC_007795.1	546754	547320	+	567	1432	777	1126	1301	1608	155
SAOUHSC_A00526	NC_007795.1	547608	547865	-	258	44	19	32	8	4	0
SAOUHSC_00544	NC_007795.1	547751	550738	+	2988	31920	19499	37971	3700	4406	2831
SAOUHSC_00545	NC_007795.1	551105	555154	+	4050	15697	12289	16032	7482	6181	2924
SAOUHSC_00547	NC_007795.1	555273	556745	+	1473	1260	912	897	2795	3302	223
SAOUHSC_00548	NC_007795.1	556869	558359	-	1491	5382	3949	4552	3946	4403	327
SAOUHSC_00549	NC_007795.1	558641	559519	-	879	11106	9024	7062	6976	6832	1023
SAOUHSC_00550	NC_007795.1	559532	560197	-	666	6213	4819	3734	5022	5626	1270
SAOUHSC_00551	NC_007795.1	560211	560573	-	363	3317	2617	2132	4022	4874	585
SAOUHSC_00552	NC_007795.1	560849	561607	+	759	1381	1302	843	1715	1916	149
SAOUHSC_00553	NC_007795.1	561684	562316	+	633	2948	2988	1787	8577	14148	2072
SAOUHSC_00554	NC_007795.1	562318	562866	+	549	3575	3761	2172	10468	16127	8535
SAOUHSC_00555	NC_007795.1	562979	563626	+	648	321	226	195	313	293	213
SAOUHSC_00556	NC_007795.1	564128	565528	+	1401	11236	9471	10568	3235	4475	986
SAOUHSC_00557	NC_007795.1	566072	567448	+	1377	208	132	133	135	124	15
SAOUHSC_00558	NC_007795.1	567450	568589	+	1140	483	379	363	567	670	340
SAOUHSC_00559	NC_007795.1	568564	568929	+	366	61	44	56	85	127	30
SAOUHSC_00560	NC_007795.1	568932	569201	+	270	132	73	86	96	119	10
SAOUHSC_00561	NC_007795.1	569402	569569	-	168	233206	187980	176208	48545	19761	899
SAOUHSC_00562	NC_007795.1	570076	570906	-	831	2820	2359	2455	6120	8826	2222
SAOUHSC_00564	NC_007795.1	571090	571746	+	657	691	632	528	959	1176	227
SAOUHSC_00565	NC_007795.1	571747	572127	+	381	694	622	564	780	1231	224
SAOUHSC_00567	NC_007795.1	572260	572628	+	369	693	517	503	533	827	206
SAOUHSC_00569	NC_007795.1	572749	574233	+	1485	23844	31412	17483	73968	100979	26904
SAOUHSC_00571	NC_007795.1	574375	574827	-	453	589	444	413	859	1025	183
SAOUHSC_00572	NC_007795.1	574840	575490	-	651	758	595	557	1477	1787	209
SAOUHSC_00573	NC_007795.1	576153	576905	-	753	2978	2327	1334	4965	5182	421
SAOUHSC_00574	NC_007795.1	577073	578059	+	987	23720	20648	19746	21086	16702	4606
SAOUHSC_00575	NC_007795.1	578134	578898	+	765	23251	17276	19355	16211	12388	1829
SAOUHSC_00577	NC_007795.1	579485	580405	+	921	4695	4371	3967	1919	2302	502
SAOUHSC_00578	NC_007795.1	580410	581393	+	984	8244	8701	6837	5464	5585	4277
SAOUHSC_00579	NC_007795.1	581406	582482	+	1077	9980	9980	8304	8128	7409	4187
SAOUHSC_00580	NC_007795.1	582659	583000	+	342	5515	4216	4752	1117	1466	137
SAOUHSC_00581	NC_007795.1	583052	584374	-	1323	10118	6009	5056	1618	2375	361
SAOUHSC_00582	NC_007795.1	584361	584777	-	417	2085	1261	1035	276	499	29
SAOUHSC_00583	NC_007795.1	584859	584960	+	102	20	16	28	7	3	0
SAOUHSC_00584	NC_007795.1	585426	586835	+	1410	1024	930	816	974	1737	212
SAOUHSC_00585	NC_007795.1	586908	587465	+	558	39	22	34	66	120	34
SAOUHSC_00586	NC_007795.1	587591	588232	+	642	191	147	151	176	234	52
SAOUHSC_00587	NC_007795.1	588392	588937	+	546	304	204	212	233	282	55
SAOUHSC_00588	NC_007795.1	589012	589641	+	630	217	159	199	181	187	33
SAOUHSC_00589	NC_007795.1	589698	589814	+	117	152	103	146	121	190	8
SAOUHSC_00591	NC_007795.1	589837	590430	+	594	157	118	132	124	177	22
SAOUHSC_00592	NC_007795.1	590589	591230	+	642	271	176	211	218	360	33
SAOUHSC_00593	NC_007795.1	591277	591905	+	629	131	62	112	166	227	17
SAOUHSC_00596	NC_007795.1	592358	592987	+	630	56	45	47	64	49	12
SAOUHSC_00598	NC_007795.1	593183	593752	+	570	140	89	102	94	119	8
SAOUHSC_00599	NC_007795.1	593789	594424	+	636	90	59	106	135	183	14
SAOUHSC_00600	NC_007795.1	594375	594635	+	261	174	121	100	115	179	16
SAOUHSC_00602	NC_007795.1	594659	595285	+	627	166	94	101	138	196	60
SAOUHSC_00603	NC_007795.1	595555	596493	+	939	1377	1144	923	1812	2654	559
SAOUHSC_00604	NC_007795.1	596704	597240	+	537	4403	4881	2253	9899	13618	1375
SAOUHSC_00605	NC_007795.1	597409	597885	+	477	594	344	341	1312	2025	90
SAOUHSC_00606	NC_007795.1	597925	599220	+	1296	4439	2971	2464	6105	7841	963
SAOUHSC_00607	NC_007795.1	599248	599769	+	522	2708	1845	1607	3157	3416	473
SAOUHSC_00608	NC_007795.1	600268	601278	+	1011	3961	3318	2220	56017	81598	16045
SAOUHSC_00609	NC_007795.1	601353	601460	+	108	4	5	5	71	35	9
SAOUHSC_00610	NC_007795.1	601586	601969	+	384	604	458	444	1359	2045	71
SAOUHSC_00611	NC_007795.1	601966	603627	+	1662	4124	2518	3128	6312	7608	464
SAOUHSC_00612	NC_007795.1	604016	604651	+	636	132	80	95	102	132	25
SAOUHSC_00613	NC_007795.1	605090	605917	+	828	1733	917	1217	1569	1853	131
SAOUHSC_00614	NC_007795.1	606065	607015	+	951	454	379	292	1448	2413	107
SAOUHSC_00615	NC_007795.1	607070	607789	+	720	752	523	478	1636	2035	216
SAOUHSC_00616	NC_007795.1	607773	608573	+	801	1486	1029	1077	1993	2704	187
SAOUHSC_00617	NC_007795.1	608709	609215	+	507	38150	34242	18928	47576	42900	18411
SAOUHSC_00618	NC_007795.1	609377	610093	+	717	2666	2015	2179	4099	6561	378
SAOUHSC_00619	NC_007795.1	610262	611050	+	789	4820	5886	3454	12092	18262	1502
SAOUHSC_00620	NC_007795.1	611301	611675	-	375	32992	33044	23486	96141	121290	17953
SAOUHSC_00621	NC_007795.1	612623	613516	-	894	745	591	488	1456	2314	225
SAOUHSC_00622	NC_007795.1	613747	614088	-	342	509	293	299	212	342	32
SAOUHSC_00624	NC_007795.1	614350	614910	+	561	3372	3306	2685	3483	4985	329
SAOUHSC_00625	NC_007795.1	614929	617331	+	2403	13538	13390	9579	17755	25321	3872
SAOUHSC_00626	NC_007795.1	617318	617743	+	426	2019	1933	1615	2956	4551	789
SAOUHSC_00627	NC_007795.1	617740	618084	+	345	1346	1258	949	1839	3385	600
SAOUHSC_00628	NC_007795.1	618074	619570	+	1497	7333	8039	5606	11761	19643	3834
SAOUHSC_00629	NC_007795.1	619571	620053	+	483	786	675	638	1565	2743	437
SAOUHSC_00632	NC_007795.1	620306	620764	+	459	4830	4126	2958	6669	9431	1387
SAOUHSC_00633	NC_007795.1	621143	623146	+	2004	12123	9939	6675	14491	15876	1782
SAOUHSC_00634	NC_007795.1	624572	625510	-	939	29279	22754	25484	14403	26012	2745
SAOUHSC_00636	NC_007795.1	625507	626343	-	837	12081	9014	10928	7435	14584	608
SAOUHSC_00637	NC_007795.1	626337	627080	-	744	10458	7662	6903	13175	23692	2277
SAOUHSC_00638	NC_007795.1	627202	627846	+	645	7938	5450	6068	4668	5165	956
SAOUHSC_00639	NC_007795.1	627926	628678	-	753	3315	2126	2567	1149	1252	311
SAOUHSC_00640	NC_007795.1	628914	629678	+	765	1276	862	968	2091	3032	392
SAOUHSC_00641	NC_007795.1	629739	630533	-	795	9731	7548	7872	6804	7549	1647
SAOUHSC_00642	NC_007795.1	630880	631692	+	813	9376	7209	8053	7352	8038	306
SAOUHSC_00643	NC_007795.1	631791	632894	+	1104	2384	1748	1938	2303	3076	308
SAOUHSC_00644	NC_007795.1	632891	633952	+	1062	2944	2282	2600	2147	3216	230
SAOUHSC_00645	NC_007795.1	634015	634413	+	399	1557	1149	1493	1107	1449	284
SAOUHSC_00646	NC_007795.1	634530	635825	-	1296	4453	3734	3868	3807	6074	668
SAOUHSC_00647	NC_007795.1	636246	637973	+	1728	61639	40407	43339	14436	15347	2735
SAOUHSC_00648	NC_007795.1	638332	639561	+	1230	11084	7372	9438	8719	9310	2239
