Id;Name;Name.NCBI;entrez;product;ctrl4;ctrl5;ctrl6;IP1;IP2;IP3;baseMean;log2FoldChange;lfcSE;stat;pvalue;padj
gene1129;SAOUHSC_01177;ABD30284.1;3920928;conserved hypothetical protein;5714;7068;746;2506;2310;2006;2796.974954;-0.948267637;0.234884042;-4.037173525;5.41E-05;0.000186888
gene113;SAOUHSC_00120;ABD29301.1;3919829;UDP-N-acetylglucosamine 2-epimerase;5793;14334;5597;2788;3177;1841;6917.354401;-2.413918531;0.589245745;-4.096624462;4.19E-05;0.000149152
gene1130;SAOUHSC_01178;ABD30285.1;3920929;phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase;3008;3442;525;3068;2526;1998;2084.560921;0.028103774;0.199766826;0.14068289;0.888120463;0.919371012
gene1131;SAOUHSC_01179;ABD30286.1;3919312;primosomal protein N;6124;6753;1814;7463;5619;5350;5140.32534;-0.012152888;0.324673217;-0.037431137;0.970141246;0.977285143
gene1132;SAOUHSC_01180;ABD30287.1;3919313;conserved hypothetical protein;510;471;25;1122;848;879;517.8715061;1.687128706;0.437542029;3.855923761;0.000115293;0.000373305
gene1133;SAOUHSC_01181;ABD30288.1;3919314;conserved hypothetical protein;13080;15611;2042;5930;6388;3357;6567.457989;-1.009295377;0.295917404;-3.410733408;0.000647884;0.001808786
gene1134;SAOUHSC_01182;ABD30289.1;3919315;polypeptide deformylase putative;1722;2414;157;2542;2052;2131;1476.728393;0.804760097;0.343437879;2.343247923;0.019116675;0.036833256
gene1135;SAOUHSC_01183;ABD30290.1;3919316;methionyl-tRNA formyltransferase;4359;6464;1201;6780;5758;5887;4518.668692;0.420070964;0.270444481;1.553261363;0.120360707;0.1814208
gene1136;SAOUHSC_01184;ABD30291.1;3919317;sun protein;5976;8156;1157;8860;6579;7312;5428.140503;0.495084927;0.197344357;2.508736169;0.012116394;0.024592326
gene1137;SAOUHSC_01185;ABD30292.1;3919318;radical SAM enzyme Cfr family;6678;9328;1634;9022;7266;7764;6137.769689;0.283875242;0.241940583;1.173326271;0.240664991;0.32694112
gene1138;SAOUHSC_01186;ABD30293.1;3919319;conserved hypothetical protein;3642;5783;1791;4684;4041;4386;4031.152473;-0.24236105;0.433619811;-0.558925224;0.576212754;0.659631002
gene1139;SAOUHSC_01187;ABD30294.1;3919320;conserved hypothetical protein;11589;14436;2647;29349;19733;26449;15071.67018;1.227372862;0.2624745;4.676160401;2.92E-06;1.33E-05
gene114;SAOUHSC_00121;ABD29302.1;3919830;capsular polysaccharide synthesis enzyme O-acetyl transferase Cap5H putative;2633;6813;1690;1247;1235;818;2557.21039;-2.187791725;0.479471613;-4.562922318;5.04E-06;2.22E-05
gene1140;SAOUHSC_01188;ABD30295.1;3919321;conserved hypothetical protein;3133;3518;380;2844;2294;2148;1971.009427;0.082152151;0.234112259;0.350909222;0.725656453;0.786295467
gene1141;SAOUHSC_01189;ABD30296.1;3919322;ribulose-phosphate 3-epimerase;2510;2267;223;2747;2148;2115;1635.040711;0.563013093;0.309632786;1.818325187;0.069014445;0.112549742
gene1142;SAOUHSC_01190;ABD30297.1;3919323;conserved hypothetical protein;2845;3140;500;3741;2723;2990;2284.765192;0.445569394;0.19843681;2.245396876;0.024742666;0.046479881
gene1143;SAOUHSC_01191;ABD30298.1;3919324;ribosomal protein L28;132709;107242;33077;81592;77543;43607;76067.06698;-0.777193009;0.381646546;-2.036420915;0.041708107;0.072683135
gene1144;SAOUHSC_01192;ABD30299.1;3919325;conserved hypothetical protein;3330;3867;491;5464;4660;4016;3057.685629;0.8555695;0.195501032;4.376291484;1.21E-05;4.86E-05
gene1145;SAOUHSC_01193;ABD30300.1;3919326;conserved hypothetical protein;13823;12628;2291;22072;16380;15124;11778.13504;0.767095197;0.224220153;3.421169707;0.000623524;0.00175357
gene1146;SAOUHSC_01194;ABD30301.1;3919327;ATP-dependent DNA helicase RecG;7419;7100;812;5084;4255;2767;3755.490635;-0.32537272;0.295465545;-1.101220517;0.270800694;0.360251997
gene1147;SAOUHSC_01196;ABD30302.1;3919328;conserved hypothetical protein;10183;10265;1105;3076;2792;1908;3987.211501;-1.431961395;0.286318844;-5.001282392;5.70E-07;3.08E-06
gene1148;SAOUHSC_01197;ABD30303.1;3919329;fatty acid/phospholipid synthesis protein PlsX;18959;19616;6615;5163;5471;3423;10513.22136;-2.121991753;0.410265762;-5.172236994;2.31E-07;1.34E-06
gene1149;SAOUHSC_01198;ABD30304.1;3919330;malonyl CoA-acyl carrier protein transacylase;20830;18819;3889;5616;5737;3771;8957.16318;-1.696912794;0.284867119;-5.956857361;2.57E-09;1.99E-08
gene115;SAOUHSC_00122;ABD29303.1;3919831;capsular polysaccharide biosynthesis protein Cap5I putative;4176;10900;1365;1891;1851;1182;3129.333614;-1.835297599;0.366871735;-5.002559268;5.66E-07;3.07E-06
gene1150;SAOUHSC_01199;ABD30305.1;3919331;3-oxoacyl-(acyl-carrier-protein) reductase putative;22184;21040;5643;5964;5959;3850;10599.74388;-1.934541267;0.338416759;-5.716446413;1.09E-08;7.67E-08
gene1151;SAOUHSC_01200;ABD30306.1;3919467;conserved hypothetical protein;2449;5776;2861;579;582;510;3006.116578;-3.555878978;0.629330751;-5.650254612;1.60E-08;1.10E-07
gene1152;SAOUHSC_01201;ABD30307.1;3919468;acyl carrier protein;27538;19419;1624;6010;4886;3322;8108.664219;-1.651936726;0.426488634;-3.873342911;0.000107353;0.000349663
gene1153;SAOUHSC_01203;ABD30308.1;3919469;ribonuclease III putative;1360;1618;319;719;602;551;789.1281311;-1.007654098;0.246680487;-4.084855319;4.41E-05;0.000156105
gene1154;SAOUHSC_01204;ABD30309.1;3919470;SMC family C-terminal domain family;5621;6455;710;5079;4096;3612;3524.969663;0.021531742;0.225506374;0.095481744;0.92393219;0.945001298
gene1155;SAOUHSC_01205;ABD30310.1;3919471;signal recognition particle-docking protein FtsY;2665;3396;831;2688;2181;2165;2177.944779;-0.279053637;0.318661573;-0.875705326;0.381190249;0.474925556
gene1156;SAOUHSC_01206;ABD30311.1;3919472;conserved hypothetical protein;937;1996;94;840;638;768;677.0684543;-0.209561632;0.424471528;-0.493700092;0.621518;0.699495372
gene1157;SAOUHSC_01207;ABD30312.1;3919473;signal recognition particle protein;12071;14709;2220;11575;9406;8286;8373.996899;-0.080924533;0.178007996;-0.454611783;0.649388556;0.722361537
gene1158;SAOUHSC_01208;ABD30313.1;3919474;ribosomal protein S16;4348;5026;1147;15107;9663;9226;6426.4362;1.409131829;0.290543367;4.849987953;1.23E-06;6.18E-06
gene1159;SAOUHSC_01209;ABD30314.1;3919475;conserved hypothetical protein;611;732;77;2397;1697;1948;1034.430705;2.109905508;0.243641599;8.659873826;4.72E-18;1.05E-16
gene116;SAOUHSC_00123;ABD29304.1;3919832;capsular polysaccharide biosynthesis protein Cap5J putative;2995;7667;2224;1281;1202;815;3040.537476;-2.492711064;0.512195105;-4.866721761;1.13E-06;5.76E-06
gene1160;SAOUHSC_01210;ABD30315.1;3919476;tRNA (guanine-N1)-methyltransferase;1308;1459;415;5894;4384;4751;2667.019289;1.881254596;0.345335804;5.447609471;5.11E-08;3.35E-07
gene1161;SAOUHSC_01211;ABD30316.1;3919477;ribosomal protein L19;53995;17788;4311;119713;99994;88569;53846.23754;1.978087493;0.476144922;4.15438116;3.26E-05;0.000118482
gene1162;SAOUHSC_01212;ABD30317.1;NA;hypothetical protein;31;20;1;58;48;48;27.73244367;1.60317509;0.527789413;3.037527942;0.002385273;0.005806145
gene1163;SAOUHSC_01213;ABD30318.1;3919479;conserved hypothetical protein;3368;3944;332;3354;2530;2399;2140.671386;0.209207358;0.293559258;0.712658016;0.476057402;0.567782499
gene1164;SAOUHSC_01214;ABD30319.1;3919480;conserved hypothetical protein;2141;2971;392;2161;1734;1506;1546.563851;-0.087464126;0.191094974;-0.45769977;0.647168153;0.720949539
gene1165;SAOUHSC_01215;ABD30320.1;3919481;conserved hypothetical protein;2362;3387;909;3052;2299;2418;2294.630371;-0.159346915;0.36767524;-0.433390388;0.664731183;0.735721891
gene1166;SAOUHSC_01216;ABD30321.1;3919482;succinyl-CoA synthetase beta subunit putative;29026;36354;20274;34865;38017;24950;34271.81323;-0.584391706;0.570183012;-1.024919532;0.305401158;0.398273388
gene1167;SAOUHSC_01218;ABD30322.1;3919483;succinyl-CoA synthetase alpha subunit putative;29091;32894;17958;44896;44552;31211;35520.48681;-0.148033827;0.54581779;-0.271214734;0.786225881;0.832796752
gene1168;SAOUHSC_01219;ABD30323.1;3919484;cell wall hydrolase putative;388;313;41;1606;1150;1312;669.6254516;2.445915149;0.294969552;8.292093662;1.11E-16;2.16E-15
gene1169;SAOUHSC_01220;ABD30324.1;3919485;conserved hypothetical protein;381;384;26;1366;839;1195;572.2540293;2.23582855;0.387451941;5.770595812;7.90E-09;5.70E-08
gene117;SAOUHSC_00124;ABD29305.1;3919833;capsular polysaccharide biosynthesis protein Cap5K putative;2146;5617;724;853;731;673;1588.3742;-2.011870503;0.349632086;-5.754250215;8.70E-09;6.23E-08
gene1170;SAOUHSC_01221;ABD30325.1;3920249;conserved hypothetical protein;170;180;28;293;171;224;151.0134065;0.774091874;0.284643632;2.71951236;0.006537825;0.014185162
gene1171;SAOUHSC_01222;ABD30326.1;3920250;DNA topoisomerase I;21581;33663;9496;18923;17143;16019;19447.21825;-0.731439911;0.399967113;-1.828750135;0.067437048;0.110351533
gene1172;SAOUHSC_01223;ABD30327.1;3920251;gid protein;15322;25937;8905;19365;15646;16625;17507.15383;-0.50656012;0.470616447;-1.076375727;0.281759253;0.372412231
gene1173;SAOUHSC_01224;ABD30328.1;3920252;site-specific recombinase putative;6905;8795;1608;3572;3642;2166;4032.602272;-1.062725343;0.290172758;-3.662388404;0.000249875;0.000760464
gene1174;SAOUHSC_01225;ABD30329.1;3920253;heat shock protein HslV putative;6513;8100;3264;4061;4516;2559;5292.958407;-1.263990487;0.490492691;-2.576981288;0.009966735;0.020595911
gene1175;SAOUHSC_01226;ABD30330.1;3920254;heat shock protein HslVU ATPase subunit HslU;18232;21995;4090;11083;11536;7284;11153.83581;-0.741640042;0.278070318;-2.667095316;0.007650997;0.016341239
gene1176;SAOUHSC_01228;ABD30331.1;3920255;conserved hypothetical protein;13419;16736;1962;6765;6146;4245;6860.532373;-0.912253788;0.236427252;-3.858496763;0.000114087;0.000370274
gene1177;SAOUHSC_01230;ABD30332.1;3920256;conserved hypothetical protein;60;55;14;50;40;28;37.93794168;-0.333293099;0.412969462;-0.807064757;0.419629175;0.51146984
gene1178;SAOUHSC_01232;ABD30333.1;NA;ribosomal protein S2;34985;27227;3685;281114;244279;242469;116886.0486;3.556489042;0.290767241;12.23139522;2.11E-34;1.93E-32
gene1179;SAOUHSC_01233;ABD30334.1;3920258;conserved hypothetical protein;2097;2311;115;11951;8337;12388;5142.781784;3.081684852;0.45768277;6.733233259;1.66E-11;1.77E-10
gene118;SAOUHSC_00125;ABD29306.1;3919834;cap5L protein/glycosyltransferase putative;4500;14866;4643;2705;2728;1712;6073.373435;-2.350965831;0.580578607;-4.049349736;5.14E-05;0.00017878
gene1180;SAOUHSC_01234;ABD30335.1;3920259;translation elongation factor Ts;35088;28682;5791;144149;119058;115862;63699.73148;2.303492907;0.255407753;9.01888404;1.90E-19;5.00E-18
gene1181;SAOUHSC_01235;ABD30336.1;3920260;uridylate kinase putative;2311;2325;727;3782;2768;2506;2233.899224;0.354397895;0.361830624;0.979457989;0.327353737;0.421352524
gene1182;SAOUHSC_01236;ABD30337.1;3920261;ribosome recycling factor;4063;4022;706;7304;5202;5377;3813.906672;0.897636187;0.212194973;4.230242469;2.33E-05;8.81E-05
gene1183;SAOUHSC_01237;ABD30338.1;3920262;undecaprenyl diphosphate synthase;2522;2995;251;1752;1624;1459;1426.319405;-0.146005567;0.300474783;-0.485916207;0.627026577;0.704825273
gene1184;SAOUHSC_01238;ABD30339.1;3920263;conserved hypothetical protein;2100;1960;364;2236;1812;1729;1482.722774;0.253671836;0.227903369;1.113067511;0.265679436;0.354584847
gene1185;SAOUHSC_01239;ABD30340.1;3920264;conserved hypothetical protein;6503;8394;1242;6075;4398;4222;4429.447635;-0.234481481;0.181237712;-1.293778643;0.195741892;0.273239702
gene1186;SAOUHSC_01240;ABD30341.1;3920265;prolyl-tRNA synthetase;17712;19560;4374;15116;11392;10544;12017.21279;-0.421356708;0.268980292;-1.566496582;0.117232408;0.177110916
gene1187;SAOUHSC_01241;ABD30342.1;3920266;DNA polymerase III alpha subunit Gram-positive type;18559;18335;4256;37967;26863;28729;19776.37188;0.938094513;0.274684882;3.415166153;0.000637431;0.001786897
gene1188;SAOUHSC_01242;ABD30343.1;3920267;conserved hypothetical protein;2663;2921;429;6778;5647;5084;3318.208905;1.474813471;0.18647644;7.908846127;2.60E-15;4.44E-14
gene1189;SAOUHSC_01243;ABD30344.1;3920268;transcription termination-antitermination factor putative;6851;4263;1351;16052;13598;11528;7849.732791;1.437804461;0.358014428;4.016051725;5.92E-05;0.000202653
gene119;SAOUHSC_00126;ABD29307.1;3919835;capsular polysaccharide biosynthesis protein Cap8M;2121;8245;3294;1275;1280;858;3735.969594;-2.774249745;0.661562253;-4.193482521;2.75E-05;0.000101563
gene1190;SAOUHSC_01244;ABD30345.1;3919975;conserved hypothetical protein;1558;1444;363;3330;2524;2683;1754.972786;1.084177385;0.294543511;3.680873438;0.000232436;0.000710554
gene1191;SAOUHSC_01245;ABD30346.1;3919976;conserved hypothetical protein;1785;1855;380;3745;3021;2918;1991.983895;1.080823329;0.240995964;4.484819207;7.30E-06;3.10E-05
gene1192;SAOUHSC_01246;ABD30347.1;3919977;translation initiation factor IF-2;29737;25010;5615;51526;40389;37303;27596.77811;0.897708174;0.266059797;3.374084266;0.000740617;0.002042669
gene1193;SAOUHSC_01247;ABD30348.1;3919978;ribosome-binding factor A;5189;6352;1319;8640;6953;6404;5162.056812;0.545943854;0.259241306;2.105929268;0.035210497;0.063047068
gene1194;SAOUHSC_01248;ABD30349.1;3919979;conserved hypothetical protein;2865;3657;982;1786;1680;1275;2007.379744;-1.021010539;0.356101788;-2.867187338;0.004141378;0.009472042
gene1195;SAOUHSC_01249;ABD30350.1;3919980;riboflavin biosynthesis protein RibF;6862;7025;916;5299;4380;3177;3862.539273;-0.232918542;0.239696639;-0.971722183;0.331188778;0.425015242
gene1196;SAOUHSC_01250;ABD30351.1;3919981;ribosomal protein S15;38964;36869;3369;102737;66941;78231;44689.16665;1.73556138;0.324660792;5.34576833;9.00E-08;5.52E-07
gene1197;SAOUHSC_01251;ABD30352.1;3919982;polyribonucleotide nucleotidyltransferase putative;33444;37150;11192;34174;30617;26549;27771.72668;-0.231759496;0.363757841;-0.637125773;0.524042922;0.611420655
gene1198;SAOUHSC_01252;ABD30353.1;3919983;conserved hypothetical protein;26357;27590;6399;35686;25231;24526;21838.64578;0.238188797;0.276339191;0.861943599;0.388718555;0.481672992
gene1199;SAOUHSC_01253;ABD30354.1;3919984;conserved hypothetical protein;15020;14286;3741;12162;9575;7468;9671.831333;-0.482776695;0.312536025;-1.544707347;0.122417067;0.183928114
gene12;SAOUHSC_00014;ABD29204.1;3919186;conserved hypothetical protein;7175;9097;1182;4783;3567;3607;4161.569743;-0.588884269;0.177478096;-3.318067317;0.000906426;0.002450576
gene120;SAOUHSC_00127;ABD29308.1;3919836;cap5N protein/UDP-glucose 4-epimerase putative;4032;10898;1818;2620;2510;1701;3684.995757;-1.523327071;0.405284326;-3.758662678;0.000170824;0.000532924
gene1200;SAOUHSC_01254;ABD30355.1;3919985;conserved hypothetical protein;3037;2623;939;1799;1645;1144;1875.801334;-0.955831649;0.399450167;-2.392868316;0.01671724;0.032600405
gene1201;SAOUHSC_01255;ABD30356.1;3919986;conserved hypothetical protein;631;635;63;1305;888;955;612.539608;1.28641257;0.284386469;4.523466165;6.08E-06;2.62E-05
gene1202;SAOUHSC_01256;ABD30357.1;3919987;conserved hypothetical protein;1415;1710;342;2537;1935;1839;1435.10642;0.65766808;0.246449336;2.668573145;0.007617419;0.016282233
gene1203;SAOUHSC_01257;ABD30358.1;3919988;conserved hypothetical protein;1239;1244;600;2115;1687;1464;1399.535035;0.134014617;0.488779235;0.274182304;0.783944526;0.830701868
gene1204;SAOUHSC_01258;ABD30359.1;3919989;conserved hypothetical protein;5332;7626;1315;5615;4349;4382;4234.172034;-0.159202143;0.235545247;-0.675887733;0.499111927;0.589624452
gene1205;SAOUHSC_01259;ABD30360.1;3919990;conserved hypothetical protein;3107;3633;1820;3501;2520;2574;3131.820999;-0.699362149;0.519282381;-1.346785822;0.178049222;0.25196248
gene1206;SAOUHSC_01260;ABD30361.1;3919991;CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase;3946;5357;471;4924;3261;3649;2926.104852;0.346290933;0.272094774;1.27268498;0.20312985;0.282687319
gene1207;SAOUHSC_01261;ABD30362.1;3919992;competence-damage inducible protein cinA;3402;3557;329;2569;1972;1838;1842.125597;-0.115440047;0.290037917;-0.398017087;0.69061759;0.756417024
gene1208;SAOUHSC_01262;ABD30363.1;3919993;recombination protein RecA putative;46486;37163;10877;71073;52118;53299;40829.0448;0.58860829;0.329147696;1.788280147;0.073730821;0.119577669
gene1209;SAOUHSC_01263;ABD30364.1;3919916;conserved hypothetical protein;68232;67207;12504;121411;113782;105477;70685.99273;1.071307582;0.232809036;4.601658087;4.19E-06;1.86E-05
gene121;SAOUHSC_00128;ABD29309.1;3919837;cap5O protein/UDP-N-acetyl-D-mannosaminuronic acid dehydrogenase;5367;17657;5622;3883;3744;2325;7488.539931;-2.143733752;0.584074894;-3.670306279;0.00024226;0.000738111
gene1210;SAOUHSC_01264;ABD30365.1;3919917;conserved hypothetical protein;1409;976;32;1524;1249;575;734.0809095;0.703156541;0.636490459;1.104740112;0.269272217;0.358596902
gene1211;SAOUHSC_01265;ABD30366.1;3919918;conserved hypothetical protein;5571;6097;1234;2499;2218;1677;2952.046592;-1.212861393;0.255723682;-4.7428591;2.11E-06;9.96E-06
gene1212;SAOUHSC_01266;ABD30367.1;3919919;conserved hypothetical protein;8998;12700;2462;8543;7836;6290;7085.379482;-0.307607651;0.274362009;-1.121174367;0.262213648;0.350643471
gene1213;SAOUHSC_01267;ABD30368.1;3919920;conserved hypothetical protein;5984;8071;2175;5623;4748;4297;4982.274515;-0.51897289;0.357328778;-1.452368023;0.146399303;0.212718264
gene1214;SAOUHSC_01268;ABD30369.1;3919921;conserved hypothetical protein;586;782;46;237;211;157;257.6697889;-1.065555502;0.383987026;-2.774977873;0.005520546;0.012230133
gene1215;SAOUHSC_01269;ABD30370.1;3919922;tRNA-i(6)A37 modification enzyme MiaB;10102;11568;1203;9425;6761;8316;6515.574064;0.148559429;0.260749864;0.569739237;0.568854573;0.652572794
gene1216;SAOUHSC_01270;ABD30371.1;3919923;conserved hypothetical protein;3430;5799;601;4316;3217;4009;2975.727486;0.253920513;0.262985026;0.965532211;0.33427831;0.427976349
gene1217;SAOUHSC_01271;ABD30372.1;3919924;conserved hypothetical protein;3701;3523;819;5098;3626;4253;3130.082759;0.458217406;0.282190666;1.623786544;0.104421373;0.160684407
gene1218;SAOUHSC_01272;ABD30373.1;3919925;DNA mismatch repair protein MutS;5087;6524;930;4455;3195;3043;3320.319351;-0.315494845;0.179180639;-1.760764149;0.07827833;0.125465443
gene1219;SAOUHSC_01273;ABD30374.1;3919926;DNA mismatch repair protein HexB putative;4624;6053;964;4540;2971;3314;3263.821545;-0.235489321;0.212090018;-1.110327223;0.266858046;0.355810728
gene122;SAOUHSC_00129;ABD29310.1;3919838;UDP-N-acetylglucosamine 2-epimerase;5609;15430;5462;4363;4029;2841;7377.526074;-1.896254451;0.571102425;-3.320340392;0.000899078;0.002435521
gene1220;SAOUHSC_01274;ABD30375.1;3919927;glycerol uptake operon antiterminator regulatory protein putative;1388;2187;221;1501;971;1353;1053.142262;0.038665738;0.277589098;0.13929127;0.889219988;0.920161077
gene1221;SAOUHSC_01275;ABD30376.1;3919928;conserved hypothetical protein;28291;19790;11271;4809;3990;2664;14387.10561;-3.0190402;0.508653782;-5.935353884;2.93E-09;2.26E-08
gene1222;SAOUHSC_01276;ABD30377.1;3919929;glycerol kinase;12921;12213;3645;4385;4542;2989;6797.454012;-1.623551092;0.364820458;-4.450274256;8.58E-06;3.57E-05
gene1223;SAOUHSC_01278;ABD30378.1;3919930;conserved hypothetical protein;63053;12984;7741;2507;2633;2034;14832.60653;-3.776485561;0.572271163;-6.599119101;4.14E-11;4.19E-10
gene1224;SAOUHSC_01279;ABD30379.1;3919931;hydrolase alpha/beta fold family domain protein;1685;1980;217;480;364;289;687.25289;-1.770978799;0.245514084;-7.213349098;5.46E-13;7.14E-12
gene1225;SAOUHSC_01280;ABD30380.1;3919932;tRNA delta(2)-isopentenylpyrophosphate transferase;2574;2237;276;1981;1717;1356;1401.709021;0.003609665;0.279392933;0.012919672;0.98969188;0.991140916
